t;ncases;oid_;pop19;tx;lon;lat
03/09/2020;88;36;182679;48,17;-8,419101035;41,54321649
04/09/2020;99;36;182679;54,19;-8,419101035;41,54321649
05/09/2020;102;36;182679;55,84;-8,419101035;41,54321649
06/09/2020;112;36;182679;61,31;-8,419101035;41,54321649
07/09/2020;112;36;182679;61,31;-8,419101035;41,54321649
08/09/2020;122;36;182679;66,78;-8,419101035;41,54321649
09/09/2020;128;36;182679;70,07;-8,419101035;41,54321649
10/09/2020;128;36;182679;70,07;-8,419101035;41,54321649
11/09/2020;119;36;182679;65,14;-8,419101035;41,54321649
12/09/2020;123;36;182679;67,33;-8,419101035;41,54321649
13/09/2020;131;36;182679;71,71;-8,419101035;41,54321649
01/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
02/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
03/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
04/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
05/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
06/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
07/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
08/09/2020;6;37;15628;38,39;-8,031054427;41,51213374
09/09/2020;5;37;15628;31,99;-8,031054427;41,51213374
10/09/2020;5;37;15628;31,99;-8,031054427;41,51213374
11/09/2020;5;37;15628;31,99;-8,031054427;41,51213374
12/09/2020;0;37;15628;0;-8,031054427;41,51213374
13/09/2020;0;37;15628;0;-8,031054427;41,51213374
01/09/2020;5;38;19040;26,26;-8,046920019;41,41133715
02/09/2020;5;38;19040;26,26;-8,046920019;41,41133715
03/09/2020;4;38;19040;21,01;-8,046920019;41,41133715
04/09/2020;4;38;19040;21,01;-8,046920019;41,41133715
05/09/2020;6;38;19040;31,51;-8,046920019;41,41133715
06/09/2020;6;38;19040;31,51;-8,046920019;41,41133715
07/09/2020;6;38;19040;31,51;-8,046920019;41,41133715
08/09/2020;5;38;19040;26,26;-8,046920019;41,41133715
09/09/2020;6;38;19040;31,51;-8,046920019;41,41133715
10/09/2020;6;38;19040;31,51;-8,046920019;41,41133715
11/09/2020;6;38;19040;31,51;-8,046920019;41,41133715
12/09/2020;6;38;19040;31,51;-8,046920019;41,41133715
13/09/2020;5;38;19040;26,26;-8,046920019;41,41133715
01/09/2020;4;39;34177;11,7;-8,773226036;41,54180471
02/09/2020;4;39;34177;11,7;-8,773226036;41,54180471
03/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
04/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
05/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
06/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
07/09/2020;6;39;34177;17,56;-8,773226036;41,54180471
08/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
09/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
10/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
11/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
12/09/2020;5;39;34177;14,63;-8,773226036;41,54180471
13/09/2020;8;39;34177;23,41;-8,773226036;41,54180471
01/09/2020;14;40;48060;29,13;-8,175240144;41,44961662
02/09/2020;15;40;48060;31,21;-8,175240144;41,44961662
03/09/2020;14;40;48060;29,13;-8,175240144;41,44961662
04/09/2020;13;40;48060;27,05;-8,175240144;41,44961662
05/09/2020;13;40;48060;27,05;-8,175240144;41,44961662
06/09/2020;13;40;48060;27,05;-8,175240144;41,44961662
07/09/2020;13;40;48060;27,05;-8,175240144;41,44961662
08/09/2020;18;40;48060;37,45;-8,175240144;41,44961662
09/09/2020;15;40;48060;31,21;-8,175240144;41,44961662
10/09/2020;16;40;48060;33,29;-8,175240144;41,44961662
11/09/2020;16;40;48060;33,29;-8,175240144;41,44961662
12/09/2020;17;40;48060;35,37;-8,175240144;41,44961662
13/09/2020;16;40;48060;33,29;-8,175240144;41,44961662
01/09/2020;108;41;152309;70,91;-8,312208359;41,43834776
02/09/2020;130;41;152309;85,35;-8,312208359;41,43834776
03/09/2020;156;41;152309;102,42;-8,312208359;41,43834776
04/09/2020;170;41;152309;111,62;-8,312208359;41,43834776
05/09/2020;184;41;152309;120,81;-8,312208359;41,43834776
06/09/2020;193;41;152309;126,72;-8,312208359;41,43834776
07/09/2020;195;41;152309;128,03;-8,312208359;41,43834776
08/09/2020;215;41;152309;141,16;-8,312208359;41,43834776
09/09/2020;231;41;152309;151,67;-8,312208359;41,43834776
10/09/2020;246;41;152309;161,51;-8,312208359;41,43834776
11/09/2020;250;41;152309;164,14;-8,312208359;41,43834776
12/09/2020;296;41;152309;194,34;-8,312208359;41,43834776
13/09/2020;293;41;152309;192,37;-8,312208359;41,43834776
01/09/2020;9;42;21499;41,86;-8,267839081;41,57797019
02/09/2020;9;42;21499;41,86;-8,267839081;41,57797019
03/09/2020;10;42;21499;46,51;-8,267839081;41,57797019
04/09/2020;9;42;21499;41,86;-8,267839081;41,57797019
05/09/2020;11;42;21499;51,17;-8,267839081;41,57797019
06/09/2020;11;42;21499;51,17;-8,267839081;41,57797019
07/09/2020;17;42;21499;79,07;-8,267839081;41,57797019
08/09/2020;19;42;21499;88,38;-8,267839081;41,57797019
09/09/2020;23;42;21499;106,98;-8,267839081;41,57797019
10/09/2020;25;42;21499;116,28;-8,267839081;41,57797019
11/09/2020;26;42;21499;120,94;-8,267839081;41,57797019
12/09/2020;28;42;21499;130,24;-8,267839081;41,57797019
13/09/2020;29;42;21499;134,89;-8,267839081;41,57797019
01/09/2020;4;43;6361;62,88;-8,243356461;41,69839077
02/09/2020;4;43;6361;62,88;-8,243356461;41,69839077
03/09/2020;4;43;6361;62,88;-8,243356461;41,69839077
04/09/2020;4;43;6361;62,88;-8,243356461;41,69839077
05/09/2020;4;43;6361;62,88;-8,243356461;41,69839077
06/09/2020;4;43;6361;62,88;-8,243356461;41,69839077
07/09/2020;6;43;6361;94,32;-8,243356461;41,69839077
08/09/2020;8;43;6361;125,77;-8,243356461;41,69839077
09/09/2020;11;43;6361;172,93;-8,243356461;41,69839077
10/09/2020;8;43;6361;125,77;-8,243356461;41,69839077
11/09/2020;9;43;6361;141,49;-8,243356461;41,69839077
12/09/2020;11;43;6361;172,93;-8,243356461;41,69839077
13/09/2020;11;43;6361;172,93;-8,243356461;41,69839077
01/09/2020;0;44;11842;0;-8,150733515;41,62142357
02/09/2020;0;44;11842;0;-8,150733515;41,62142357
03/09/2020;0;44;11842;0;-8,150733515;41,62142357
04/09/2020;0;44;11842;0;-8,150733515;41,62142357
05/09/2020;0;44;11842;0;-8,150733515;41,62142357
06/09/2020;0;44;11842;0;-8,150733515;41,62142357
07/09/2020;1;44;11842;8,44;-8,150733515;41,62142357
08/09/2020;1;44;11842;8,44;-8,150733515;41,62142357
09/09/2020;1;44;11842;8,44;-8,150733515;41,62142357
10/09/2020;1;44;11842;8,44;-8,150733515;41,62142357
11/09/2020;1;44;11842;8,44;-8,150733515;41,62142357
12/09/2020;1;44;11842;8,44;-8,150733515;41,62142357
13/09/2020;1;44;11842;8,44;-8,150733515;41,62142357
01/09/2020;77;45;131676;58,48;-8,505133812;41,39912318
02/09/2020;83;45;131676;63,03;-8,505133812;41,39912318
03/09/2020;120;45;131676;91,13;-8,505133812;41,39912318
04/09/2020;132;45;131676;100,25;-8,505133812;41,39912318
05/09/2020;145;45;131676;110,12;-8,505133812;41,39912318
06/09/2020;162;45;131676;123,03;-8,505133812;41,39912318
07/09/2020;169;45;131676;128,35;-8,505133812;41,39912318
08/09/2020;181;45;131676;137,46;-8,505133812;41,39912318
09/09/2020;180;45;131676;136,7;-8,505133812;41,39912318
10/09/2020;161;45;131676;122,27;-8,505133812;41,39912318
11/09/2020;151;45;131676;114,68;-8,505133812;41,39912318
12/09/2020;157;45;131676;119,23;-8,505133812;41,39912318
13/09/2020;172;45;131676;130,62;-8,505133812;41,39912318
01/09/2020;74;46;46911;157,75;-8,440602151;41,6475926
02/09/2020;80;46;46911;170,54;-8,440602151;41,6475926
03/09/2020;77;46;46911;164,14;-8,440602151;41,6475926
04/09/2020;77;46;46911;164,14;-8,440602151;41,6475926
05/09/2020;80;46;46911;170,54;-8,440602151;41,6475926
06/09/2020;73;46;46911;155,61;-8,440602151;41,6475926
07/09/2020;73;46;46911;155,61;-8,440602151;41,6475926
08/09/2020;68;46;46911;144,96;-8,440602151;41,6475926
09/09/2020;56;46;46911;119,37;-8,440602151;41,6475926
10/09/2020;49;46;46911;104,45;-8,440602151;41,6475926
11/09/2020;44;46;46911;93,79;-8,440602151;41,6475926
12/09/2020;42;46;46911;89,53;-8,440602151;41,6475926
13/09/2020;45;46;46911;95,93;-8,440602151;41,6475926
01/09/2020;6;47;23897;25,11;-8,307522677;41,37643901
02/09/2020;6;47;23897;25,11;-8,307522677;41,37643901
03/09/2020;9;47;23897;37,66;-8,307522677;41,37643901
04/09/2020;11;47;23897;46,03;-8,307522677;41,37643901
05/09/2020;12;47;23897;50,22;-8,307522677;41,37643901
06/09/2020;14;47;23897;58,58;-8,307522677;41,37643901
07/09/2020;14;47;23897;58,58;-8,307522677;41,37643901
08/09/2020;17;47;23897;71,14;-8,307522677;41,37643901
09/09/2020;18;47;23897;75,32;-8,307522677;41,37643901
10/09/2020;21;47;23897;87,88;-8,307522677;41,37643901
11/09/2020;22;47;23897;92,06;-8,307522677;41,37643901
12/09/2020;22;47;23897;92,06;-8,307522677;41,37643901
13/09/2020;25;47;23897;104,62;-8,307522677;41,37643901
01/09/2020;0;48;4550;0;-6,948419777;41,34646153
02/09/2020;0;48;4550;0;-6,948419777;41,34646153
03/09/2020;0;48;4550;0;-6,948419777;41,34646153
04/09/2020;0;48;4550;0;-6,948419777;41,34646153
05/09/2020;0;48;4550;0;-6,948419777;41,34646153
06/09/2020;0;48;4550;0;-6,948419777;41,34646153
07/09/2020;0;48;4550;0;-6,948419777;41,34646153
08/09/2020;0;48;4550;0;-6,948419777;41,34646153
09/09/2020;0;48;4550;0;-6,948419777;41,34646153
10/09/2020;0;48;4550;0;-6,948419777;41,34646153
11/09/2020;0;48;4550;0;-6,948419777;41,34646153
12/09/2020;0;48;4550;0;-6,948419777;41,34646153
13/09/2020;0;48;4550;0;-6,948419777;41,34646153
01/09/2020;9;49;33607;26,78;-6,757317334;41,8224527
02/09/2020;9;49;33607;26,78;-6,757317334;41,8224527
03/09/2020;9;49;33607;26,78;-6,757317334;41,8224527
04/09/2020;12;49;33607;35,71;-6,757317334;41,8224527
05/09/2020;13;49;33607;38,68;-6,757317334;41,8224527
06/09/2020;13;49;33607;38,68;-6,757317334;41,8224527
07/09/2020;16;49;33607;47,61;-6,757317334;41,8224527
08/09/2020;17;49;33607;50,58;-6,757317334;41,8224527
09/09/2020;15;49;33607;44,63;-6,757317334;41,8224527
10/09/2020;16;49;33607;47,61;-6,757317334;41,8224527
11/09/2020;15;49;33607;44,63;-6,757317334;41,8224527
12/09/2020;15;49;33607;44,63;-6,757317334;41,8224527
13/09/2020;15;49;33607;44,63;-6,757317334;41,8224527
01/09/2020;0;50;5666;0;-7,299954823;41,24551192
02/09/2020;0;50;5666;0;-7,299954823;41,24551192
03/09/2020;0;50;5666;0;-7,299954823;41,24551192
04/09/2020;0;50;5666;0;-7,299954823;41,24551192
05/09/2020;0;50;5666;0;-7,299954823;41,24551192
06/09/2020;0;50;5666;0;-7,299954823;41,24551192
07/09/2020;0;50;5666;0;-7,299954823;41,24551192
08/09/2020;0;50;5666;0;-7,299954823;41,24551192
09/09/2020;0;50;5666;0;-7,299954823;41,24551192
10/09/2020;0;50;5666;0;-7,299954823;41,24551192
11/09/2020;0;50;5666;0;-7,299954823;41,24551192
12/09/2020;0;50;5666;0;-7,299954823;41,24551192
13/09/2020;0;50;5666;0;-7,299954823;41,24551192
01/09/2020;0;51;3298;0;-6,816913941;41,10439702
02/09/2020;0;51;3298;0;-6,816913941;41,10439702
03/09/2020;0;51;3298;0;-6,816913941;41,10439702
04/09/2020;0;51;3298;0;-6,816913941;41,10439702
05/09/2020;0;51;3298;0;-6,816913941;41,10439702
06/09/2020;0;51;3298;0;-6,816913941;41,10439702
07/09/2020;0;51;3298;0;-6,816913941;41,10439702
08/09/2020;0;51;3298;0;-6,816913941;41,10439702
09/09/2020;0;51;3298;0;-6,816913941;41,10439702
10/09/2020;0;51;3298;0;-6,816913941;41,10439702
11/09/2020;0;51;3298;0;-6,816913941;41,10439702
12/09/2020;0;51;3298;0;-6,816913941;41,10439702
13/09/2020;0;51;3298;0;-6,816913941;41,10439702
01/09/2020;2;52;14516;13,78;-6,965855537;41,53756143
02/09/2020;4;52;14516;27,56;-6,965855537;41,53756143
03/09/2020;4;52;14516;27,56;-6,965855537;41,53756143
04/09/2020;10;52;14516;68,89;-6,965855537;41,53756143
05/09/2020;10;52;14516;68,89;-6,965855537;41,53756143
06/09/2020;10;52;14516;68,89;-6,965855537;41,53756143
07/09/2020;15;52;14516;103,33;-6,965855537;41,53756143
08/09/2020;15;52;14516;103,33;-6,965855537;41,53756143
09/09/2020;15;52;14516;103,33;-6,965855537;41,53756143
10/09/2020;15;52;14516;103,33;-6,965855537;41,53756143
11/09/2020;14;52;14516;96,45;-6,965855537;41,53756143
12/09/2020;14;52;14516;96,45;-6,965855537;41,53756143
13/09/2020;14;52;14516;96,45;-6,965855537;41,53756143
01/09/2020;0;53;6830;0;-6,341217039;41,48068122
02/09/2020;0;53;6830;0;-6,341217039;41,48068122
03/09/2020;0;53;6830;0;-6,341217039;41,48068122
04/09/2020;0;53;6830;0;-6,341217039;41,48068122
05/09/2020;0;53;6830;0;-6,341217039;41,48068122
06/09/2020;0;53;6830;0;-6,341217039;41,48068122
07/09/2020;0;53;6830;0;-6,341217039;41,48068122
08/09/2020;1;53;6830;14,64;-6,341217039;41,48068122
09/09/2020;1;53;6830;14,64;-6,341217039;41,48068122
10/09/2020;1;53;6830;14,64;-6,341217039;41,48068122
11/09/2020;1;53;6830;14,64;-6,341217039;41,48068122
12/09/2020;1;53;6830;14,64;-6,341217039;41,48068122
13/09/2020;2;53;6830;29,28;-6,341217039;41,48068122
01/09/2020;8;54;21754;36,77;-7,177887682;41,47648675
02/09/2020;10;54;21754;45,97;-7,177887682;41,47648675
03/09/2020;10;54;21754;45,97;-7,177887682;41,47648675
04/09/2020;12;54;21754;55,16;-7,177887682;41,47648675
05/09/2020;12;54;21754;55,16;-7,177887682;41,47648675
06/09/2020;12;54;21754;55,16;-7,177887682;41,47648675
07/09/2020;12;54;21754;55,16;-7,177887682;41,47648675
08/09/2020;13;54;21754;59,76;-7,177887682;41,47648675
09/09/2020;16;54;21754;73,55;-7,177887682;41,47648675
10/09/2020;15;54;21754;68,95;-7,177887682;41,47648675
11/09/2020;14;54;21754;64,36;-7,177887682;41,47648675
12/09/2020;14;54;21754;64,36;-7,177887682;41,47648675
13/09/2020;14;54;21754;64,36;-7,177887682;41,47648675
01/09/2020;6;55;8392;71,5;-6,699784095;41,31031217
02/09/2020;9;55;8392;107,24;-6,699784095;41,31031217
03/09/2020;9;55;8392;107,24;-6,699784095;41,31031217
04/09/2020;7;55;8392;83,41;-6,699784095;41,31031217
05/09/2020;5;55;8392;59,58;-6,699784095;41,31031217
06/09/2020;5;55;8392;59,58;-6,699784095;41,31031217
07/09/2020;6;55;8392;71,5;-6,699784095;41,31031217
08/09/2020;6;55;8392;71,5;-6,699784095;41,31031217
09/09/2020;7;55;8392;83,41;-6,699784095;41,31031217
10/09/2020;7;55;8392;83,41;-6,699784095;41,31031217
11/09/2020;6;55;8392;71,5;-6,699784095;41,31031217
12/09/2020;5;55;8392;59,58;-6,699784095;41,31031217
13/09/2020;5;55;8392;59,58;-6,699784095;41,31031217
01/09/2020;5;56;7695;64,98;-7,068924465;41,17918551
02/09/2020;5;56;7695;64,98;-7,068924465;41,17918551
03/09/2020;5;56;7695;64,98;-7,068924465;41,17918551
04/09/2020;6;56;7695;77,97;-7,068924465;41,17918551
05/09/2020;5;56;7695;64,98;-7,068924465;41,17918551
06/09/2020;5;56;7695;64,98;-7,068924465;41,17918551
07/09/2020;5;56;7695;64,98;-7,068924465;41,17918551
08/09/2020;5;56;7695;64,98;-7,068924465;41,17918551
09/09/2020;4;56;7695;51,98;-7,068924465;41,17918551
10/09/2020;4;56;7695;51,98;-7,068924465;41,17918551
11/09/2020;2;56;7695;25,99;-7,068924465;41,17918551
12/09/2020;2;56;7695;25,99;-7,068924465;41,17918551
13/09/2020;2;56;7695;25,99;-7,068924465;41,17918551
01/09/2020;0;57;6044;0;-7,133580807;41,28000474
02/09/2020;0;57;6044;0;-7,133580807;41,28000474
03/09/2020;0;57;6044;0;-7,133580807;41,28000474
04/09/2020;0;57;6044;0;-7,133580807;41,28000474
05/09/2020;0;57;6044;0;-7,133580807;41,28000474
06/09/2020;0;57;6044;0;-7,133580807;41,28000474
07/09/2020;0;57;6044;0;-7,133580807;41,28000474
08/09/2020;0;57;6044;0;-7,133580807;41,28000474
09/09/2020;0;57;6044;0;-7,133580807;41,28000474
10/09/2020;0;57;6044;0;-7,133580807;41,28000474
11/09/2020;0;57;6044;0;-7,133580807;41,28000474
12/09/2020;0;57;6044;0;-7,133580807;41,28000474
13/09/2020;0;57;6044;0;-7,133580807;41,28000474
01/09/2020;16;58;4023;397,71;-6,520935913;41,582019
02/09/2020;15;58;4023;372,86;-6,520935913;41,582019
03/09/2020;16;58;4023;397,71;-6,520935913;41,582019
04/09/2020;16;58;4023;397,71;-6,520935913;41,582019
05/09/2020;16;58;4023;397,71;-6,520935913;41,582019
06/09/2020;16;58;4023;397,71;-6,520935913;41,582019
07/09/2020;18;58;4023;447,43;-6,520935913;41,582019
08/09/2020;18;58;4023;447,43;-6,520935913;41,582019
09/09/2020;18;58;4023;447,43;-6,520935913;41,582019
10/09/2020;16;58;4023;397,71;-6,520935913;41,582019
11/09/2020;19;58;4023;472,28;-6,520935913;41,582019
12/09/2020;19;58;4023;472,28;-6,520935913;41,582019
13/09/2020;19;58;4023;472,28;-6,520935913;41,582019
01/09/2020;1;59;7746;12,91;-7,014522144;41,82427785
02/09/2020;2;59;7746;25,82;-7,014522144;41,82427785
03/09/2020;2;59;7746;25,82;-7,014522144;41,82427785
04/09/2020;5;59;7746;64,55;-7,014522144;41,82427785
05/09/2020;5;59;7746;64,55;-7,014522144;41,82427785
06/09/2020;4;59;7746;51,64;-7,014522144;41,82427785
07/09/2020;6;59;7746;77,46;-7,014522144;41,82427785
08/09/2020;6;59;7746;77,46;-7,014522144;41,82427785
09/09/2020;6;59;7746;77,46;-7,014522144;41,82427785
10/09/2020;6;59;7746;77,46;-7,014522144;41,82427785
11/09/2020;6;59;7746;77,46;-7,014522144;41,82427785
12/09/2020;6;59;7746;77,46;-7,014522144;41,82427785
13/09/2020;6;59;7746;77,46;-7,014522144;41,82427785
01/09/2020;0;60;6398;0;-7,33887482;40,35683272
02/09/2020;0;60;6398;0;-7,33887482;40,35683272
03/09/2020;0;60;6398;0;-7,33887482;40,35683272
04/09/2020;0;60;6398;0;-7,33887482;40,35683272
05/09/2020;0;60;6398;0;-7,33887482;40,35683272
06/09/2020;0;60;6398;0;-7,33887482;40,35683272
07/09/2020;0;60;6398;0;-7,33887482;40,35683272
08/09/2020;0;60;6398;0;-7,33887482;40,35683272
09/09/2020;0;60;6398;0;-7,33887482;40,35683272
10/09/2020;0;60;6398;0;-7,33887482;40,35683272
11/09/2020;1;60;6398;15,63;-7,33887482;40,35683272
12/09/2020;1;60;6398;15,63;-7,33887482;40,35683272
13/09/2020;2;60;6398;31,26;-7,33887482;40,35683272
01/09/2020;0;61;51987;0;-7,470460757;39,8232653
02/09/2020;0;61;51987;0;-7,470460757;39,8232653
03/09/2020;0;61;51987;0;-7,470460757;39,8232653
04/09/2020;0;61;51987;0;-7,470460757;39,8232653
05/09/2020;1;61;51987;1,92;-7,470460757;39,8232653
06/09/2020;4;61;51987;7,69;-7,470460757;39,8232653
07/09/2020;6;61;51987;11,54;-7,470460757;39,8232653
08/09/2020;7;61;51987;13,46;-7,470460757;39,8232653
09/09/2020;8;61;51987;15,39;-7,470460757;39,8232653
10/09/2020;13;61;51987;25,01;-7,470460757;39,8232653
11/09/2020;13;61;51987;25,01;-7,470460757;39,8232653
12/09/2020;19;61;51987;36,55;-7,470460757;39,8232653
13/09/2020;19;61;51987;36,55;-7,470460757;39,8232653
01/09/2020;0;62;46787;0;-7,497503855;40,28004783
02/09/2020;0;62;46787;0;-7,497503855;40,28004783
03/09/2020;0;62;46787;0;-7,497503855;40,28004783
04/09/2020;0;62;46787;0;-7,497503855;40,28004783
05/09/2020;1;62;46787;2,14;-7,497503855;40,28004783
06/09/2020;1;62;46787;2,14;-7,497503855;40,28004783
07/09/2020;1;62;46787;2,14;-7,497503855;40,28004783
08/09/2020;1;62;46787;2,14;-7,497503855;40,28004783
09/09/2020;1;62;46787;2,14;-7,497503855;40,28004783
10/09/2020;3;62;46787;6,41;-7,497503855;40,28004783
11/09/2020;3;62;46787;6,41;-7,497503855;40,28004783
12/09/2020;3;62;46787;6,41;-7,497503855;40,28004783
13/09/2020;3;62;46787;6,41;-7,497503855;40,28004783
01/09/2020;1;63;26495;3,77;-7,493540593;40,15408739
02/09/2020;1;63;26495;3,77;-7,493540593;40,15408739
03/09/2020;1;63;26495;3,77;-7,493540593;40,15408739
04/09/2020;1;63;26495;3,77;-7,493540593;40,15408739
05/09/2020;0;63;26495;0;-7,493540593;40,15408739
06/09/2020;0;63;26495;0;-7,493540593;40,15408739
07/09/2020;0;63;26495;0;-7,493540593;40,15408739
08/09/2020;1;63;26495;3,77;-7,493540593;40,15408739
09/09/2020;2;63;26495;7,55;-7,493540593;40,15408739
10/09/2020;2;63;26495;7,55;-7,493540593;40,15408739
11/09/2020;2;63;26495;7,55;-7,493540593;40,15408739
12/09/2020;2;63;26495;7,55;-7,493540593;40,15408739
13/09/2020;2;63;26495;7,55;-7,493540593;40,15408739
01/09/2020;0;64;8043;0;-7,195737682;39,90451078
02/09/2020;0;64;8043;0;-7,195737682;39,90451078
03/09/2020;0;64;8043;0;-7,195737682;39,90451078
04/09/2020;0;64;8043;0;-7,195737682;39,90451078
05/09/2020;0;64;8043;0;-7,195737682;39,90451078
06/09/2020;0;64;8043;0;-7,195737682;39,90451078
07/09/2020;0;64;8043;0;-7,195737682;39,90451078
08/09/2020;0;64;8043;0;-7,195737682;39,90451078
09/09/2020;1;64;8043;12,43;-7,195737682;39,90451078
10/09/2020;1;64;8043;12,43;-7,195737682;39,90451078
11/09/2020;2;64;8043;24,87;-7,195737682;39,90451078
12/09/2020;3;64;8043;37,3;-7,195737682;39,90451078
13/09/2020;3;64;8043;37,3;-7,195737682;39,90451078
01/09/2020;4;65;5003;79,95;-7,896731685;39,92639834
02/09/2020;4;65;5003;79,95;-7,896731685;39,92639834
03/09/2020;4;65;5003;79,95;-7,896731685;39,92639834
04/09/2020;4;65;5003;79,95;-7,896731685;39,92639834
05/09/2020;4;65;5003;79,95;-7,896731685;39,92639834
06/09/2020;4;65;5003;79,95;-7,896731685;39,92639834
07/09/2020;4;65;5003;79,95;-7,896731685;39,92639834
08/09/2020;3;65;5003;59,96;-7,896731685;39,92639834
09/09/2020;5;65;5003;99,94;-7,896731685;39,92639834
10/09/2020;5;65;5003;99,94;-7,896731685;39,92639834
11/09/2020;2;65;5003;39,98;-7,896731685;39,92639834
12/09/2020;2;65;5003;39,98;-7,896731685;39,92639834
13/09/2020;2;65;5003;39,98;-7,896731685;39,92639834
01/09/2020;0;66;4755;0;-7,11352333;40,17161468
02/09/2020;0;66;4755;0;-7,11352333;40,17161468
03/09/2020;0;66;4755;0;-7,11352333;40,17161468
04/09/2020;0;66;4755;0;-7,11352333;40,17161468
05/09/2020;0;66;4755;0;-7,11352333;40,17161468
06/09/2020;0;66;4755;0;-7,11352333;40,17161468
07/09/2020;0;66;4755;0;-7,11352333;40,17161468
08/09/2020;0;66;4755;0;-7,11352333;40,17161468
09/09/2020;0;66;4755;0;-7,11352333;40,17161468
10/09/2020;0;66;4755;0;-7,11352333;40,17161468
11/09/2020;0;66;4755;0;-7,11352333;40,17161468
12/09/2020;0;66;4755;0;-7,11352333;40,17161468
13/09/2020;0;66;4755;0;-7,11352333;40,17161468
01/09/2020;0;67;7298;0;-7,902514817;39,72882551
02/09/2020;0;67;7298;0;-7,902514817;39,72882551
03/09/2020;0;67;7298;0;-7,902514817;39,72882551
04/09/2020;0;67;7298;0;-7,902514817;39,72882551
05/09/2020;0;67;7298;0;-7,902514817;39,72882551
06/09/2020;0;67;7298;0;-7,902514817;39,72882551
07/09/2020;0;67;7298;0;-7,902514817;39,72882551
08/09/2020;0;67;7298;0;-7,902514817;39,72882551
09/09/2020;0;67;7298;0;-7,902514817;39,72882551
10/09/2020;0;67;7298;0;-7,902514817;39,72882551
11/09/2020;0;67;7298;0;-7,902514817;39,72882551
12/09/2020;0;67;7298;0;-7,902514817;39,72882551
13/09/2020;0;67;7298;0;-7,902514817;39,72882551
